,Title,Type,year,actors_info,language,subtitles
6879,Frankenstein-04155,film,2015,[],['Original'],[]
6880,Buda 2: Camino a la Iluminación,film,2014,"['Kiyokazu Kanze', ""Ken'ichi Matsuyama"", 'Nana Mizuki', 'Tetsuo Nakanishi', ""Shin'ya Ohwada""]",['Español'],[]
6881,El secuestro de Alfred Heineken,film,2011,"['Rutger Hauer', 'Reinout Scholten van Aschat', 'Gijs Naber', 'Teun Kuilboer']",['Español'],[]
6882,Contra a morte: Unha aproximación a Lois Pereiro,film,2011,['Lois Pereiro '],['Original'],[]
6883,El Último de los Injustos,film,2013,['Benjamin Murmelstein'],['Alemán'],[]
6884,Tren de noche a Lisboa,film,2013,"['Jeremy Irons', 'Melanie Laurent', 'Jack Huston', 'Martina Gedeck', 'Tom Courtenay', 'August Diehl', 'Bruno Ganz', 'Lena Olin', 'Christopher Lee']",['Español'],[]
6885,Disparo Letal,film,2015,"['Mickey Rourke', 'Freida Pinto', 'Ryan Kwanten', 'Maruia Shelton', 'Carolina Gómez']",['Español'],[]
6886,Metro Manila,film,2013,"['Jake Macapagal', 'John Arcilla', 'Althea Vega', 'Miles Canapi']",['Español'],[]
6887,Mi Tierra,film,2014,"['Natalie Press', 'Katy Bartrop', 'Adrian Chisholm', 'Charis-Elizabeth Deighton', 'Karl Fischer', 'Johannes Krisch', 'Gerald Home', 'Matthias Habich', 'Priscilla Gray']",['Español'],[]
6888,De Nicolas a Sarkozy,film,2011,"['Denis Podalydès', 'Florence Pernel', 'Bernard Le Coq', 'Michèle Moretti']",['Español'],[]
6889,Somewhere,film,2010,"['Stephen Dorff', 'Elle Fanning', 'Nathalie Fay', 'Erin Wasson', 'Alexandra Williams', 'Kristina Shannon', 'Karissa Shannon', 'John Prudhont', 'Ruby Corley', 'Angela Lindvall']","['Español', 'Inglés']",['Español']
6890,Izal en concierto,film,2014,"['Mikel Izal', 'Alejandro Jordá', 'Alberto Pérez', 'Iván Mella']",['Español'],[]
6891,El mundo es nuestro,film,2012,"['Alfonso Sánchez', 'Alberto López', 'Olga Martínez', 'Pepa Díaz Meco', 'Antonia Gómez']",['Español'],[]
6892,La fortaleza escondida,film,1958,"['Toshirô Mifune', 'Minoru Chiaki', 'Takashi Shimura', 'Susumu Fujita', 'Misa Uehara']",['Original'],[]
6893,La Jaula Dorada,film,2013,"['Rita Blanco', 'Joaquim de Almeida', 'Roland Giraud', 'Chantal Lauby']",['Francés'],[]
6894,Muerte de un viajante,film,1985,"['Dustin Hoffman', 'Kate Reid', 'John Malkovich', 'Stephen Lang', 'Charles Durning']",['Español'],[]
6895,El tambor de hojalata,film,1979,"['David Bennent', 'Mario Adorf', 'Angela Winkler', 'Otto Sander', 'Charles Aznavour']",['Español'],[]
6896,No aceptes sueños de extraños,film,2015,"['Daniel de Rossi', 'Giuseppe Claudio Insalaco']",['Italiano'],[]
6897,Don Jon,film,2012,"['Scarlett Johansson', 'Joseph Gordon-Levitt', 'Julianne Moore', 'Brie Larson']",['Español'],[]
6898,Paco de Lucía: La Búsqueda,film,2014,"['Paco De Lucía', 'Pepe de Lucía', 'Alejandro Sanz', 'Alberto Gavira']",['Español'],[]
6899,Seré asesinado,film,2014,"['Carlos Castresana', 'Rodrigo Rosenberg', 'Claudia Méndez', 'Eduardo Rosenberg']",['Original'],[]
6900,El Impostor (2012),film,2012,"['Frédéric Bourdin', 'Carey Gibson', 'Beverly Dollarhide', 'Charlie Parker']",['Inglés'],[]
6901,La Fortaleza (2014),film,2014,"['Paul Walker', 'David Belle', 'Catalina Denis', 'RZA']",['Español'],[]
6902,Red. Debieron decir la verdad...,film,2008,"['Brian Cox', 'Robert Englund', 'Tom Sizemore', 'Amanda Plummer']",['Español'],[]
6903,Nymphomaniac: Vol 2 Director's Cut,film,2013,"['Charlotte Gainsbourg', 'Jamie Bell', 'Stellan Skarsgård', 'Stacy Martin', 'Mia Goth', 'Udo Kier', 'Shia Labeouf']",['Inglés'],[]
6904,Nymphomaniac: Vol 1 Director's Cut,film,2013,"['Charlotte Gainsbourg', 'Stellan Skarsgård', 'Stacy Martin', 'Shia Labeouf', 'Christian Slater', 'Uma Thurman', 'Sophie Kennedy Clark', 'Connie Nielsen']",['Inglés'],[]
6905,El secreto del libro de Kells,film,2009,"['Evan McGuire', 'Brendan Gleeson', 'Christen Mooney']",['Español'],[]
6906,Jane Eyre,film,2011,"['Mia Wasikowska', 'Michael Fassbender', 'Judi Dench', 'Jamie Bell']",['Español'],[]
6907,Amor bajo el espino blanco,film,2010,"['Zhou Dongyu', 'Shawn Dou', 'Xi Meijuan']",['Español'],[]
6908,Copia Certificada,film,2010,"['Juliette Binoche', 'William Shimel']",['Español'],['Español']
6909,Alguien a quien amar,film,2014,"['Mikael Persbrandt', 'Trine Dyrholm', 'Birgitte Hjort Sørensen', 'Sofus Rønnov']",['Español'],[]
6910,Los últimos días de Emma Blank,film,2009,"['Annet Malherbe', 'Alex Van Warmerdam', 'Marlies Heuer', 'Gene Bervoets', 'Eva van de Wijdeven']",['Neerlandés'],[]
6911,Camarero,film,2006,"['Alex Van Warmerdam', 'Ariane Schluter', 'Thekla Reuten', 'Pierre Bokma', 'Waldemar Kobus']",['Francés'],[]
6912,Los norteños,film,1992,"['Jack Wouterse', 'Annet Malherbe', 'Veerle Dobbelaere', 'Rudolf Lucieer', 'Loes Wouterson']",['Original'],[]
6913,Rastros de Sándalo,film,2014,"['Aina Clotet', 'Naby Dakhli', 'Rosa Novell', 'Nandita Das']",['Inglés'],[]
6914,Woody Allen: El Documental,film,2012,"['Scarlett Johansson', 'Larry David', 'Antonio Banderas']",['Inglés'],[]
6915,Regeneration,film,1997,"['Kevin Mckidd', 'Jonathan Pryce', 'James Wilby', 'Dougray Scott', 'Jonny Lee Miller', 'John Neville', 'Tanya Allen']",['Español'],[]
6916,Las vacaciones del Sr. Hulot,film,1953,"['Nathalie Pascaud', 'Micheline Rolla', 'Raymond Carl']",['Francés'],[]
6917,Take this Waltz,film,2011,"['Michelle Williams', 'Seth Rogen', 'Luke Kirby', 'Sarah Silverman']",['Inglés'],[]
6918,"Europa, Europa",film,1990,"['Solomon Perel', 'Marco Hofschneider', 'René Hofschneider', 'Piotr Kozlowski', 'Klaus Abramowsky']",['Español'],[]
6919,El gran cuaderno,film,2013,"['András Gyémánt', 'László Gyémánt', 'Gyöngyvér Bognár', 'Piroska Molnár']",['Español'],[]
6920,El secuestro de Michel Houellebecq,film,2014,"['Michel Houellebecq', 'Mathieu Nicourt', 'Maxime Lefrançois', 'Françoise Lebrun']",['Francés'],[]
6921,Tropa de Élite 2,film,2010,"['Wagner Moura', 'André Ramiro', 'Maria Ribeiro', 'Tainá Müller']",['Español'],[]
6922,Reykjavik-Rotterdam,film,2009,"['Baltasar Kormákur', 'Ingvar Sigurdsson', 'Lilja Nótt Þórarinsdóttir']",['Islandés'],[]
6923,Ghost World,film,2001,"['Thora Birch', 'Scarlett Johansson', 'Steve Buscemi', 'Brad Renfro', 'Bob Balaban']",['Español'],[]
6924,Las vidas posibles de Mr. Nobody,film,2009,"['Jared Leto', 'Diane Kruger', 'Sarah Polley']",['Español'],[]
6925,Última noche en Berlín (Lose Your Head),film,2013,"['Fernando Tielve', 'Marko Mandic', 'Sesede Terziyan', 'Stavros Yagoulis', 'Jonás Beramí']",['Inglés'],[]
6926,Andrés lee i escribe,film,2016,"['Fernando Mena', 'María Gracia Omegna', 'Alex Quevedo', 'Paulina Moreno']",['Español'],[]
6927,Oskara,film,2016,[],['Euskera'],[]
6928,Una Banda de Dos,film,1987,"['Ricky Busker', 'Darius McCrary', 'Jerzy Skolimowski', 'Robert Protsky']",['Español'],[]
6929,León y Olvido,film,2004,"['Marta Larralde', 'Nerea Barros', 'Gary Piquer', 'Guillem Jiménez', 'Miguel Ángel Blanco', 'Rebeca Montero']",['Español'],[]
6930,Fantasía Coral de Beethoven,film,2001,"['Maurizio Pollini', 'Orquesta Filarmónica de Berlín']",['Alemán'],[]
6931,Carnaval de sangre,film,1970,"['Earle Edgerton', 'Judith Resnick', 'Martin Barolsky']",['Español'],[]
6932,Las maniobras del amor,film,1955,"['Michèle Morgan', 'Brigitte Bardot', 'Gérard Philipe', 'Jean Desailly', 'Pierre Dux', 'Jacques Fabbri', 'Jacques François', 'Yves Robert']",['Español'],[]
6933,Un mes de abstinencia,film,1971,"['Dick Van Dyke', 'Pippa Scott', 'Tom Poston', 'Edward Everett Horton', 'Bob Elliott', 'Ray Goulding', 'Vincent Gardenia', 'Barnard Hughes', 'Graham Jarvis', 'Jean Stapleton', 'Barbara Cason']",['Español'],[]
6934,Conducta,film,2014,"['Armando Valdés Freire', 'Alina Rodríguez']",['Español'],[]
6935,Ardid Femenino,film,1938,"['Ginger Rogers', 'James Stewart', 'James Ellison', 'Beulah Bondi', 'Charles Coburn', 'Frances Mercer', 'Phyllis Kennedy', 'Franklin Pangborn', 'Grady Sutton', 'Jack Carson']",['Español'],[]
6936,Barça Dreams,film,2015,"['Josep Guardiola', 'Xavi Hernández', 'Johan Cruyff', 'Pau Gasol', 'Andrés Iniesta']",['Original'],['Catalán']
6937,El oro del tiempo,film,2013,"['Nerea Barros', 'Ernesto Chao', 'Manolo Cortés']",['Original'],[]
6938,"Hércules, la furia del coloso",film,1985,"['Milly Carlucci', 'Lou Ferrigno', 'Sonia Viviani', 'William Berger', 'Carla Ferrigno']",['Español'],[]
6939,Retratos de una busqueda,film,2014,"['Natividad Guerrero', 'Guadalupe Aguilar']",['Español'],[]
6940,El Sicario,film,2011,[],['Español'],[]
6941,Zombie World,film,2013,"['Elena Cruz', 'José Casas', 'Enrique Selfa', 'Juan Carlos King Pérez', 'Hugo Martinez']",['Original'],[]
6942,Las cosas de la vida,film,1970,"['Michel Piccoli', 'Romy Schneider', 'Gérard Lartigau', 'Jean Bouise', 'Boby Lapointe', 'Hervé Sand', 'Jacques Richard', 'Dominique Zardi', 'Gabrielle Doulcet', 'Roger Crouzet']",['Español'],[]
6943,El cielo... Próximamente,film,1991,"['Meryl Streep', 'Rip Torn', 'Lee Grant', 'Buck Henry', 'Julie Cobb', 'Michael Durrell']",['Español'],[]
6944,Testimonio de mujer,film,1982,"['Romy Schneider', 'Michel Piccoli', 'Helmut Griem', 'Dominique Labourier', 'Gérard Klein', 'Mathieu Carrière', 'Jacques Martin', 'Wendelin Werner', 'Marcel Bozonnet', 'Christiane Cohendy']",['Español'],[]
6945,El evangelio de la carne,film,2013,"['Giovanni Ciccia', 'Lucho  Cáceres', 'Jimena Lindo', 'Aristóteles Picho']",['Español'],[]
6946,El Árbol del Ahorcado,film,1959,"['Gary Cooper', 'Maria Schell', 'Karl Malden', 'George C. Scott', 'Karl Swenson', 'Virginia Gregg', 'John Dierkes', 'King Donovan', 'Ben Piazza']",['Español'],[]
6947,Paraíso (2013),film,2013,"['Andrés Almeida', 'Daniela Rincón']",['Español'],[]
6948,Cartas a María,film,2014,[],['Español'],[]
6949,"Buenaventura Durruti, anarquista",film,1999,"['Albert Boadella', 'Ramon Fonseré', 'Germán Almendros', 'Juan José Cuesta']",['Original'],[]
6950,Ploey: Nunca volarás solo,film,2018,[],['Español'],[]
6951,El viaje de Carla,film,2014,['Carla Antonelli'],['Español'],[]
6952,Lucifer (2013),short,2013,"['Roberto Gutiérrez Maldonado', 'Xisco Segura', 'David Navarro']",['Español'],[]
6953,El dulce sabor del limón,film,2017,"['David Solans', 'Elena Rivera', 'Mercè Rovira', 'Alberto Esparza', 'Abril García', 'Adrià Triviño']",['Español'],[]
6954,El Aprendiz de Papá Noel y el Copo de Nieve Mágico,film,2013,[],['Español'],[]
6955,El último verano (2009),film,2009,"['Sergio Castellito', 'Jane Birkin']",['Español'],[]
6956,La Duquesa de Langeais,film,2007,"['Jeanne Balibar', 'Guillaume Depardieu', 'Bulle Ogier', 'Michel Piccoli', 'Anne Cantineau']",['Francés'],[]
6957,Porta: Todo va a cambiar,film,2015,['Christian Jiménez Bundó'],['Español'],[]
6958,Lo cotidiano,short,2017,"['Patricia Vico', 'Ruth Gabriel', 'Miriam Montilla', 'Tamara Berbes']",['Español'],[]
6959,La tumba de Couperin,film,2017,['Orquesta Filarmónica de Múnich'],['Ninguno'],[]
6960,¿Quién la ha visto morir?,film,1972,"['George Lazenby', 'Anita Strindberg', 'Adolfo Celi', 'Dominique Boschero', 'Peter Chatel', 'Piero Vida', 'Jose Quaglio', 'Alessandro Haber']",['Español'],[]
6961,The Corpse Grinders 3,film,2012,"['John Martino', 'Richard Lester', 'Raúl Darío Gandoy', 'Ricardo Pastor']",['Inglés'],[]
6962,Bienvenido Mr. Chance,film,1979,"['Peter Sellers', 'Shirley MacLaine', 'Melvyn Douglas', 'Jack Warden', 'Richard Dysart', 'Richard Basehart', 'David Clennon']",['Español'],[]
6963,Todas las Cosas Buenas,film,2010,"['Ryan Gosling', 'Kirsten Dunst', 'Frank Langella', 'Kristen Wiig', 'Philip Baker Hall']",['Español'],[]
6964,Utopía 79,film,2006,[],['Español'],[]
6965,La cigüeña metálica,film,2012,[],['Original'],[]
6966,My Stuff,film,2013,"['Petri Luukkainen', 'Helena Saarinen', 'Juho Luukkainen', 'Eero Löyttyjärvi']",['Finés'],[]
6967,El viejo Rock,film,2013,"['Jesús Suárez López', 'Antonio Argüelles']",['Español'],[]
6968,Las tres mellizas,serie,1995,[],['Español'],[]
6969,La niña del gancho,film,2016,[],['Español'],[]
6970,Frontera (2014),film,2014,"['Ed Harris', 'Eva Longoria', 'Michael Peña', 'Amy Madigan']",['Español'],[]
6971,El complejo Stradivarius,film,2013,['David Bagué'],['Español'],[]
6972,L'estiu i la tardor al regne d’Escampeta,film,2008,[],['Catalán'],[]
6973,Les malifetes de l'Emil,film,2013,[],['Catalán'],[]
6974,"Laban, el petit fantasma. Quina por!",film,2006,[],['Catalán'],[]
6975,La petita Anna i el Tiet Llargarut,film,2012,[],['Catalán'],[]
6976,Winter's Bone,film,2010,"['Jennifer Lawrence', 'John Hawkes', 'Isaiah Stone', 'Lauren Sweetser']",['Español'],[]
6977,Ànima,film,2014,"['Montse Ribadellas', 'Juna Charansonnet', 'Alba López', 'Dani Bernabe']",['Catalán'],[]
6978,Un lugar donde quedarse,film,2011,"['Sean Penn', 'Frances McDormand ', 'Harry Dean Stanton', 'David Byrne']",['Inglés'],[]
6979,El cielo sobre Berlín,film,1987,"['Bruno Ganz', 'Solveig Dommartin', 'Otto Sander', 'Curt Bois', 'Peter Falk', 'Nick Cave']",['Español'],[]
6980,Carmen de Bizet,film,1984,"['Julia Migenes', 'Plácido Domingo', 'Ruggero Raimondi', 'Faith Esham']",['Francés'],[]
6981,Zazie en el metro,film,1960,"['Catherine Demongeot', 'Philippe Noiret', 'Hubert Deschamps', 'Carla Marlier', 'Vittorio Caprioli']",['Español'],[]
6982,Ascensor para el Cadalso,film,1958,"['Maurice Ronet', 'Jeanne Moreau', 'Georges Poujouly', 'Yori Bertin', 'Lino Ventura']",['Francés'],[]
6983,Morente,film,2011,"['Enrique Morente', 'Estrella Morente']",['Español'],[]
6984,Cartas desde Parliament Square,film,2014,['Barbara Tucker'],['Inglés'],['Español']
6985,"Sacromonte, los sabios de la tribu",film,2014,"['Francisco Guardia', 'Dolores Fernández', 'Angustias Ruiz Navarro', 'Raimundo Heredia', 'Manuel Torres']",['Español'],[]
6986,Los insólitos peces gato,film,2013,"['Lisa Owen', 'Ximena Ayala', 'Sonia Franco', 'Wendy Guillén', 'Andrea Baeza']",['Español'],[]
6987,El corredor de la muerte,film,1996,"['James Woods', 'Robert Sean Leonard', 'Ellen Greene', 'Cara Buono', 'Robert John Burke', 'Richard Riehle']",['Español'],[]
6988,Faro sin Isla,film,2014,"['Lois Soaxe', 'Nico Romero', 'Mariano Andrés Soto', 'Uxía Blanco']",['Español'],[]
6989,Aflicción (1997) ,film,1997,"['Nick Nolte', 'James Coburn', 'Sissy Spacek', 'Willem Dafoe']",['Español'],[]
6990,Los cuentos de Hoffman,film,2016,"['Anne Sofie von Otter', 'Ana Durlovski', 'Eric Cutler', 'Vito Priante', 'Christoph Homberger']",['Alemán'],[]
6991,La traviata,film,2005,"['Norah Amsellem', 'Renato Bruson', 'José Bros']",['Italiano'],[]
6992,Carmen (Ballet),film,2011,"['Vanesa Vento', 'Ángel Gil', 'Joaquín Mulero', 'Jairo Rodríguez']",['Español'],[]
6993,Impacto,film,1981,"['John Travolta', 'Nancy Allen', 'John Lithgow', 'Dennis Franz', 'Peter Boyden']",['Español'],[]
6994,Llanto por la tierra amada,film,1995,"['James Earl Jones', 'Richard Harris', 'Vusi Kunene', 'Charles S. Dutton', 'Dolly Rathebe']",['Español'],[]
6995,"Sinaia, más allá del océano",film,2011,[],['Español'],[]
6996,Proyecto USA,film,2015,"['Christian Simón Agulló', 'Luis Bajo', 'Sergio Pérez Esteve', 'Miguel Herrero Herrero', 'Diego Martínez Martínez']",['Español'],[]
6997,Cruzando el Sentido,film,2015,"['Román Méndez De Hevia', 'Emilio Mencheta', 'Albert Forner', 'Álex Viciano', 'Lola Moltó', 'Olga  Alamán', 'Paco Sarro', 'Mariam Torres']",['Español'],[]
6998,El dia de la sípia,film,2016,[],['Catalán'],[]
6999,La Belle Personne,film,2008,"['Lea Seydoux', 'Louis Garrel', 'Grégoire Leprince-Ringuet', 'Esteban Carvajal-Alegría']",['Francés'],[]
7000,El Gran Vuelo,film,2015,[],['Español'],[]
7001,Lacombe Lucien,film,1973,"['Pierre Blaise', 'Aurore Clement', 'Holger Löwenadler']",['Español'],[]
7002,"Adiós, muchachos",film,1987,"['Gaspard Manesse', 'Raphael Fejtö', 'Francine Racette', 'François Berleand']",['Español'],[]
7003,Todos vosotros sois capitanes,film,2010,"['Shakib Ben Omar', 'Nabil Dourgal', 'Mohamed Bablouh', 'Said Targhzaou']",['Árabe'],[]
7004,La tropa de trapo,film,2010,[],['Español'],[]
7005,Lustiger. El cardenal judío,film,2013,"['Laurent Lucas', 'Aurelien Recoing', 'Audrey Dana', 'Pascal Greggory']",['Español'],[]
7006,La Bohème (Ópera),film,2006,"['Aquiles Machado', 'Inva Mula', 'Fabio Maria Capitanucci', 'David Menéndez', 'Felipe Bou ']",['Italiano'],[]
7007,Principiantes (1986),film,1986,"['Patsy Kensit', ""Eddie O'Connell"", 'David Bowie', 'James Fox']",['Español'],[]
7008,Mirabilis,film,2015,"['Esther Acevedo', 'Juanra Bonet', 'Roberto da Silva', 'Diego Fabiano', 'Sara Martín']",['Original'],[]
7009,Omelette ,film,2015,[],['Inglés'],[]
7010,Carmina o revienta,film,2012,"['Carmina Barrios', 'María León', 'Paco Casaus', 'Ana María García']",['Español'],[]
7011,Sin destino,film,2005,"['Marcell Nagy', 'Béla Dóra', 'Bálint Péntek', 'Daniel Craig']",['Español'],[]
7012,C'est l'amour,film,2015,"['Astrid Adverbe', 'Pascal Cervo', 'Julien Lucq', 'Fred Karakozian', 'Paul Vecchiali']",['Francés'],[]
7013,De Echevarria a Etxeberria,film,2014,"['Joseba Errekalde', 'Rufi Etxeberria', 'Xabier Iragorri', 'Jose Iriarte']",['Euskera'],[]
7014,"Silvered Water, Syria Self-Portrait",film,2014,[],['Árabe'],[]
7015,Almanya - Bienvenidos a Alemania,film,2011,"['Demet Gül', 'Vedat Erincin', 'Lilay Huser', 'Fahri Yardim']",['Español'],[]
7016,Welcome,film,2009,"['Vincent Lindon', 'Fyrat Ayverdi', 'Audrey Dana']",['Francés'],[]
7017,En casa con Claude,film,1992,"['Roy Dupuis', 'Jacques Godin', 'Jean-François Pichette', 'Gaston Lepage', 'Hugo Dubé', 'Johanne-Marie Tremblay']",['Español'],[]
7018,Última salida Brooklyn,film,1989,"['Jennifer Jason Leigh', 'Stephen Baldwin', 'Burt Young', 'Stephen Lang', 'Peter Dobson', 'Jerry Orbach']",['Español'],[]
7019,"ReMine, el último movimiento obrero",film,2014,[],['Original'],[]
7020,El Apóstol,film,2014,"['Fayçal Safi', 'Brahim Tekfa', 'Norah Krief', 'Camille Lavabre']",['Español'],[]
7021,Cabalgando en solitario,film,1959,"['Randolph Scott', 'Karen Steele', 'Pernell Roberts', 'James Best', 'Lee Van Cleef', 'James Coburn', 'Roy Jenson', 'Bennie E. Dobbins']",['Español'],[]
7022,Un día de campo,short,2014,[],['Original'],[]
7023,Confesiones de un banquero,film,2013,['Rainer Voss'],['Alemán'],[]
7024,12 con ritmo,serie,2016,"['Ryohei Kimura', 'Shōta Aoi']",['Japonés'],['Español']
7025,Érase una vez... el espacio,serie,1982,[],['Español'],[]
7026,Porque he sido un pintor,film,2013,"['Yehuda Bacon', 'José Fosty', 'Walter Spitzer', 'Samuel Willenberg']",['Francés'],[]
7027,Noche y Niebla,film,1955,"['Reinhard Heydrich', 'Heinrich Himmler ,  Julius Streicher']",['Francés'],[]
7028,Los Andersson Road Movie,film,2013,"['William Ringström', 'Morgan Alling', 'Anja Lundkvist', 'Claudia Galli', 'Frida Hallgren', 'Julia Dufvenius']",['Español'],[]
7029,Los Andersson en Grecia,film,2012,"['William Ringström', 'Morgan Alling', 'Anja Lundkvist', 'Hanna Elffors Elfström']",['Español'],[]
7030,Tiger,short,2016,"['Aina Clotet', 'Marcel Borràs']",['Catalán'],[]
7031,Novatos,film,2015,"['Javier Butler', 'Lucía  Ramos', 'Nicolás Coronado', 'Alejandra Onieva', 'Emma Suárez', 'Jorge Usón', 'Marta Larralde']",['Español'],[]
7032,La vida en llamas,film,2015,[],['Español'],[]
7033,Sacro Gra,film,2013,[],['Italiano'],[]
7034,Los nuevos asesinatos de Agatha Christie,serie,2014,"['Samuel Labarthe', 'Blandine Bellavoir', 'Elodie Frenck', 'Anne Loiret', 'Dominique Thomas']",['Español'],[]
7035,Lo que dejamos atrás,short,2014,"['María Molins', 'Anna Cortés', 'Xavier Pàmies', 'Albert Fernández']",['Español'],[]
7036,De tu ventana a la mía,film,2012,"['Maribel Verdú', 'Leticia Dolera', 'Luisa Gavasa', 'Roberto Álamo', 'Pablo Rivero', 'Alex Angulo']",['Español'],[]
7037,Armas secretas,film,1950,"['Margaret Lockwood', 'Dane Clark', 'Marius Goring', 'Naunton Wayne', 'Wilfrid Hyde-White', 'Eugene Deckers', 'Olaf Pooley', 'Gladys Henson']",['Español'],[]
7038,Txarriboda (La matanza),film,2014,"['Itziar Atienza', 'Mikel Losada', 'Aitxiber Garmendia', 'Patxo Tellería', 'Ramón Agirre']",['Euskera'],[]
7039,"Pepe, el Andaluz",film,2015,[],['Español'],[]
7040,Tamerlano ,film,2008,"['Plácido Domingo', 'Monica Bacelli', 'Ingela Bohlin', 'Sara Mingardo', 'Jennifer Holloway', 'Luigi de Donato']",['Italiano'],[]
7041,Luisa Fernanda,film,2006,"['Plácido Domingo', 'Nancy Herrera', 'José Bros', 'Mariola Cantarero', 'Sabina Puértolas', 'David Rubiera']",['Español'],[]
7042,"Mami, ya se dónde está el dinero",film,2015,[],['Español'],[]
7043,El Aprendiz de Papá Noel,film,2010,"['Julie Gayet', 'Jean-Pierre Marielle']",['Español'],[]
7044,Walls (Si estas paredes hablasen),short,2014,"['Magdolnia Dudás', 'Istvan Dudás']",['Original'],[]
