,Title,Type,year,actors_info,language,subtitles
9104,El jefe de todo esto,film,2006,"['Jens Albinus', 'Peter Gantzler', 'Fridrik Thor Fridriksson', 'Benedikt Erlingsson', 'Iben Hjejle', 'Henrik Prip', 'Casper Christensen', 'Louise Mieritz', 'Jean-Marc Barr', 'Lars von Trier']","['Varios', 'Español']",['Español']
9105,Inquietud,film,1997,"['Afonso Araújo', 'Leonor Araújo', 'Leonor Baldaque', 'Fernando Bento', 'Irene Papas']",['Español'],[]
9106,La carta,film,1999,"['Chiara Mastroianni', 'Pedro Abrunhosa', 'Antoine Chappey', 'Leonor Silveira']",['Francés'],[]
9107,El brau blau,film,2008,['Victor J. Vazquez'],['Catalán'],[]
9108,La vida en rojo,film,2008,"['Jose Luis Gomez', 'Pilar Bardem', 'Mariano Alameda', 'Mónica Cano']",['Español'],[]
9109,Los ojos de Ariana,film,2007,"['Sayed Majood Hussaini', 'Mirwais Rekab']",['Original'],[]
9110,La hamaca paraguaya,film,2006,"['Ramon Del Rio', 'Georgina Genes']",['Español'],[]
9111,La osa mayor menos dos,film,2006,[],['Español'],[]
9112,Prométeme,film,2007,"['Uros Milovanovic', 'Marija Petronijevic', 'Aleksandar Bercek', 'Predrag Manojlovic']",['Español'],[]
9113,Encarnación,film,2007,"['Silvia Perez', 'Martina Juncadella', 'Luciano Cáceres', 'Inés Saavedra']",['Español'],[]
9114,El destino de Nunik,film,2007,"['Angela Molina', 'Paz Vega', 'Moritz Bleibtreu', 'Alessandro Preziosi']",['Español'],[]
9115,Mi Hijo,film,2006,"['Nathalie Baye', 'Olivier Gourmet', 'Marie Kremer', 'Emmanuelle Riva']",['Español'],[]
9116,La perrera,film,2005,"['Pablo Riera', 'Martin Adjemian', 'María Sofía Dabarca', 'Richard Vera']",['Español'],[]
9117,Mi mejor enemigo,film,2005,"['Erto Pantoja', 'Nicolas Saavedra', 'Jorge Roman', 'Miguel Dedovich']",['Español'],[]
9118,Derecho de familia,film,2006,"['Daniel Hendler', 'Arturo Goetz', 'Eloy Burman', 'Julieta Díaz', 'Adriana Aizemberg']",['Español'],[]
9119,Madeinusa,film,2006,"['Magaly Solier', 'Carlos J. de la Torre', 'Yiliana Chong', 'Juan Ubaldo Huamán']",['Español'],[]
9120,De fosa en fosa,film,2005,"['Gregor Bakovic', 'Drago Milinovic', 'Sonja Savic', 'Mojca Fatur']",['Esloveno'],[]
9121,El bonaerense,film,2002,"['Jorge Roman', 'Mimi Ardu', 'Dario Levy', 'Hugo Anganuzzi']",['Español'],[]
9122,SeX,film,2004,"['Enrique Alcides', 'Leire Berrocal', 'Coque Malla', 'Nancho Novo']",['Español'],[]
9123,La dignidad de los nadies,film,2005,[],['Español'],[]
9124,La Señal,film,2007,"['Ricardo Darin', 'Diego Peretti', 'Julieta Díaz', 'Carlos Bardem', 'Andrea Pietra']",['Español'],[]
9125,Hiroshima,film,2009,"['Juan Andrés Stoll', 'Mario Stoll', 'Guillermo Stoll', 'Juan Carlos Garza']",['Español'],[]
9126,25 Watts,film,2001,"['Daniel Hendler', 'Jorge Temponi', 'Alfonso Tort', 'Valentín Rivero', 'Valeria Mendieta']",['Español'],[]
9127,Estigmas,film,2009,"['Lourdes Barba', 'Morgan Blasco', 'Inés Cabot', 'Martha Carbonell']",['Español'],[]
9128,El último beso,film,2000,"['Stefano Accorsi', 'Giovanna Mezzogiorno', 'Stefania Sandrelli', 'Claudio Santamaria']",['Italiano'],[]
9129,La ciénaga,film,2001,"['Mercedes Moran', 'Graciela Borges', 'Martin Adjemian', 'Leonora Balcarce']",['Español'],[]
9130,La mujer del anarquista,film,2008,"['Juan Diego Botto', 'Maria Valverde', 'Biel Duran']",['Español'],[]
9131,La casa de mi abuela,film,2005,"['Marita Fuentes', 'Marina Pastor', 'Miguel Such', 'Ana Jiménez']",['Español'],[]
9132,La vida bajo las bombas,film,2008,[],['Original'],[]
9133,"Dracula, de Guy Maddin",film,2002,"['Zhang Wei-qiang', 'Tara Birtwhistle', 'David Moroni', 'CindyMarie Small']",['Inglés'],[]
9134,Budas en el exilio,film,2005,[],['Original'],[]
9135,Los limoneros,film,2008,"['Hiam Abbass', 'Rona Lipaz-michael', 'Ali Suliman', 'Doron Tavory', 'Tarik Kopty']",['Español'],[]
9136,Nadie sabe,film,2004,"['Yuya Yagira', 'Hiei Kimura', 'Ayu Kitaura']",['Japonés'],[]
9137,Sexual intelligence,film,2006,"['Michael Bader', 'Kim Cattrall', 'Betty Dodson']",['Español'],[]
9138,El somni (2008),film,2008,['Joan Pipa'],['Catalán'],[]
9139,El camino de San Diego,film,2006,"['Ignacio Benitez', 'Carlos Wagner La Bella', 'Paola Rotela', 'Silvina Fontelles']",['Español'],[]
9140,Hierro 3,film,2004,"['Seung-yeon Lee', 'Hyun-kyoon Lee', 'Hyuk-ho Kwon', 'Jeong-ho Choi']",['Español'],[]
9141,Omagh,film,2004,"['Brenda Fricker', 'Gerard Mcsorley', 'Michele Forbes', 'Sarah Gilbert']",['Español'],[]
9142,Ararat,film,2002,"['Charles Aznavour', 'Christopher Plummer', 'Elias Koteas', 'Arsinee Khanjian']",['Inglés'],[]
9143,Un oso rojo,film,2002,"['Julio Chavez', 'Soledad Villamil', 'Luis Machin', 'Agostina Lage']",['Español'],[]
9144,Madrigal,film,2006,[],['Español'],[]
9145,Sueño de una noche de invierno,film,2005,"['Lazar Ristovski', 'Jasna Zalica', 'Jovana Mitic', 'Slobodan Ninkovic']",['Serbio'],[]
9146,La gran final,film,2006,"['Atibou Aboubacar', 'Adalberto Jr.', 'Ahmed Alansar', 'Tano Alansar']",['Original'],[]
9147,Nueve reinas,film,2000,"['Ricardo Darin', 'Gaston Pauls', 'Leticia Bredice']",['Español'],[]
9148,La Guerra Civil según Palmer,serie,2008,[],['Español'],[]
9149,Tocá para mí,film,2001,"['Hermes Gaido', 'Maria Laura Frigerio']",['Español'],[]
9150,Suite Habana,film,2003,"['Francisco Cardet', 'Norma Pérez', 'Waldo Morales', 'Iván Carbonell']",['Español'],[]
9151,"Yor, el cazador que vino del futuro",film,1983,"['Reb Brown', 'Corinne Cléry', 'Luciano Pigozzi', 'Carole André', 'John Steiner', 'Ayshe Gul', 'Aytekin Akkaya', 'Luigina Rocchi']",['Español'],[]
9152,"Noche de paz, noche de muerte",film,1984,"['Lilyan Chauvin', 'Gilmer McCormick', 'Toni Nero', 'Robert Brian Wilson', 'Britt Leach', 'Nancy Borgenicht', 'H.E.D. Redford']",['Español'],[]
9153,Max's Bar,film,1980,"['John Savage', 'David Morse', 'Diana Scarwid', 'Amy Wright', 'Tony Burton', 'Pepe Serna', 'Harold Sylvester']",['Español'],[]
9154,"Jack, el gigante asesino",film,1962,"['Kerwin  Mathews', 'Judi Meredith', 'Torin Thatcher', 'Walter Burke', 'Don Beddoe', 'Barry Kelley', 'Dayton Lummis', 'Anna Lee', 'Roger Mobley', 'Robert Gist', 'Tudor Owen', 'Ken Mayer']",['Español'],[]
9155,Infierno en el amazonas,film,1985,"['Lisa Blount', 'Leonard Mann', 'Willie Aames', 'Richard Lynch', 'Richard Bright', 'Michael Berryman', 'Eriq La Salle', 'Gabriele Tinti', 'Valentina Forte', 'John Steiner', 'Karen Black', 'Barbara Magnolfi']",['Español'],['Español']
9156,El planeta del placer,film,1986,"['Dru-Anne Perry', 'Gina Calabrese', 'Linda Kerridge', 'Shayne Farris', 'Anthony Kentz']",['Español'],[]
9157,El gran amor del conde Drácula,film,1972,"['Paul Naschy', 'Haydée Politoff', 'Rosanna Yanni', 'Ingrid Garbo', 'Mirta Miller', 'Víctor Alcázar']",['Español'],['Español']
9158,El ángel ebrio,film,1948,"['Takashi Shimura', 'Toshirô Mifune', 'Reisaburo Yamamoto', 'Chieko Nakakita', 'Michiyo Kogure', 'Noriko Sengoku', 'Eitarô Shindo', 'Taiji Tonoyama', 'Sachio Sakai']",['Español'],[]
9159,Ana de los mil días,film,1969,"['Richard Burton', 'Geneviève Bujold', 'Irene Papas', 'Michael Hordern', 'John Colicos', 'Katharine Blake', 'Anthony Quayle', 'Valerie Gearon', 'Peter Jeffrey']",['Español'],[]
9160,Drácula 73 (Drácula 72),film,1972,"['Christopher Lee', 'Peter Cushing', 'Stephanie Beacham', 'Christopher Neame', 'Michael Coles', 'William Ellis', 'Marsha Hunt', 'Janet Key']",['Español'],[]
9161,El ente,film,1982,"['Barbara Hershey', 'Ron Silver', 'David Labiosa', 'George Coe', 'Margaret Blye', 'Jacqueline Brookes']",['Español'],[]
9162,Santa Sangre,film,1989,"['Axel Jodorowsky', 'Blanca Guerra', 'Guy Stockwell', 'Thelma Tixou', 'Sabrina Dennison', 'Adan Jodorowsky', 'Faviola Elenka Tapia', 'Teo Jodorowsky']",['Español'],[]
9163,La novia del Diablo,film,1968,"['Christopher Lee', 'Charles Gray', 'Nike Arrighi', 'Leon Greene', 'Patrick Mower', 'Gwen Ffrangcon Davies', 'Sarah Lawson', 'Paul Eddington', 'Rosalyn Landor', 'Russell Waters']",['Español'],[]
9164,Cinco semanas en globo,film,1962,"['Red Buttons', 'Fabian ', 'Barbara Eden', 'Cedric Hardwicke', 'Peter Lorre', 'Billy Gilbert', 'Richard Haydn', 'Barbara Luna', 'Herbert Marshall', 'Reginald Owen', 'Jonathan Gilmore', 'Mike Mazurki']",['Español'],[]
9165,Chicago Años 30,film,1958,"['Robert Taylor', 'Cyd Charisse', 'Lee J. Cobb', 'John Ireland', 'Kent Smith', 'Corey Allen']",['Español'],[]
9166,Tarántula (1977),film,1977,"['William Shatner', 'Tiffany Bolling', 'Woody Strode', 'Lieux Dressler', 'David McLean', 'Nitasha Ryan', 'Altovise Davis', 'Joe Ross', 'Marcy Lafferty', 'Adele Malis-Morey']",['Español'],['Español']
9167,Regreso a la Tierra,film,1955,"['Jeff Morrow', 'Rex Reason', 'Faith Domergue', 'Lance Fuller', 'Russell Johnson', 'Douglas Spencer', 'Robert Nichols', 'Karl Ludwig Lindt']",['Español'],[]
9168,La casa de las sombras del pasado,film,1983,"['Vincent Price', 'Christopher Lee', 'Peter Cushing', 'Desi Arnaz Jr.', 'John Carradine', ' Sheila Keith', 'Julie Peasgood', 'Richard Todd', 'Louise English', 'Richard Hunter', 'Norman Rossington']",['Español'],[]
9169,Communion,film,1989,"['Christopher Walken', 'Lindsay Couse', 'Frances Sternhagen', 'Andreas Katsulas', 'Terri Hanauer', 'Joel Carlson', 'John Dennis Johnston', 'Dee Dee Rescher']",['Español'],[]
9170,Ben (1972),film,1972,"['Lee Montgomery', 'Joseph Campanella', ""Arthur O'Connell"", 'Rosemary Murphy', 'Meredith Baxter', 'Kaz Garas']",['Español'],['Español']
9171,El príncipe y el mendigo,film,1977,"['Oliver Reed', 'Charlton Heston', 'Mark Lester', 'Raquel Welch', 'George C. Scott', 'Rex Harrison', 'David Hemmings', 'Ernest Borgnine', 'Murray Melvin', 'Harry Andrews', 'Lalla Ward', 'Julian Orchard', 'Sybil Danning', 'Richard Hurndall']",['Español'],['Español']
9172,Huellas criminales,film,1993,"['Scott Glenn', 'Jesse Cameron-Glickenhaus', 'Zitto Kazann', 'Thom Dillon', 'Jan Broberg', 'Elizabeth Johnson', 'Darlanne Fluegel', 'Terri Hawkes', 'Kevin Sorbo', 'Sheila Tousey', 'Linden Ashby', 'Aaron Eckhart', 'Armin Shimerman']",['Español'],['Español']
9173,Valle prohibido,film,1957,"['Joel McCrea', 'Virginia Mayo', 'Barry Kelley', 'Michael Ansara', 'Whit Bissell', 'Michael Pate', 'Leo Gordon', 'James Dobson', 'George N. Neise', 'Adam Kennedy', 'Ray Teal']",['Español'],['Español']
9174,Un delicado equilibrio,film,1973,"['Paul Scofield', 'Katharine Hepburn', 'Lee Remick', 'Kate Reid', 'Joseph Cotten', 'Betsy Blair']",['Español'],['Español']
9175,The witching (El hechicero),film,1972,"['Orson Welles', 'Pamela Franklin', 'Lee Purcell', 'Michael Ontkean', 'Harvey Jason', 'Lisa James', 'Sue Bernard']",['Español'],['Español']
9176,Superagente 86 ataca de nuevo,film,1989,"['Don Adams', 'Barbara Feldon', 'Bernie Kopell', 'Dick Gautier', 'Robert Karvelas', 'King Moody', 'Harold Gould', 'Kenneth Mars', 'John de Lancie', 'Steve Levitt', 'David Ketchum', 'Danny Goldman', 'Stacey Adams', 'Cecily Adams', 'Fritz Feld', 'Yvonne Farrow']",['Español'],['Español']
9177,Spotswood,film,1991,"['Anthony Hopkins', 'Ben Mendelsohn', 'Alwyn Kurts', 'Toni Collette', 'Bruno Lawrence', 'Angela Punch McGregor', 'Russell Crowe']",['Español'],['Español']
9178,Simple Men,film,1992,"['Robert John Burke', 'Bill Sage', 'Karen Sillas', 'Elina Löwensohn', 'Martin Donovan', 'Mark Chandler Bailey', 'Joe Stevens', 'Marietta Marich', 'Holly Marie Combs']",['Español'],['Español']
9179,Palookaville,film,1995,"['Vincent Gallo', 'Adam Trese', 'William Forsythe', 'Gareth Williams', 'Kim Dickens', 'Frances McDormand ', 'Lisa Gay Hamilton', 'Bridget Ryan', 'Suzanne Shepherd', 'Robert Lupone', 'Nicole Burdette', 'Sam Coppola']",['Español'],['Español']
9180,"Mrs. Dalloway, de Virginia Woolf",film,1997,"['Vanessa Redgrave', 'Rupert Graves', 'Michael Kitchen', 'Natascha McElhone', 'Alan Cox', 'Lena Headey', 'Margaret Tyzack', 'Robert Hardy', 'Oliver Ford Davies', 'John Standing', 'Sarah Badel', 'Robert Portal', 'Katie Carr', 'Faith Brook']",['Español'],['Español']
9181,Lorna Doone,film,2000,"['Martin Clunes', 'Richard Coyle', 'Aidan Gillen', 'Amelia Warner', 'Anthony Calf', 'Barbara Flynn', 'Martin Jarvis', 'Michael Kitchen', 'Anton Lesser', 'Jack Shepherd', 'Jesse Spencer', 'Peter Vaughan', 'Joanne Froggatt']",['Español'],['Español']
9182,Gettysburg,film,1993,"['Tom Berenger', 'Jeff Daniels', 'Martin Sheen', 'Sam Elliott', 'Richard Jordan', 'Stephen Lang', 'C. Thomas Howell', 'Kevin Conway', 'Andrew Prine', 'John Diehl', 'Richard  Anderson', 'Maxwell Caulfield', 'Timothy Scott']",['Español'],['Español']
9183,Escuela de genios,film,1985,"['Val Kilmer', 'Gabriel Jarret', 'Michelle Meyrink', 'William Atherton', 'Robert Prescott', 'Ed Lauter', 'Louis Giambalvo', 'Jon Gries']",['Español'],['Español']
9184,¡En guardia!,film,1997,"['Marie Gillain', 'Daniel Auteuil', 'Vincent Perez', 'Philippe Noiret', 'Fabrice Luchini', 'Claire Nebout', 'Jean-François Stévenin', 'Didier Pain', 'Yann Collette']",['Español'],['Español']
9185,En defensa del reino,film,1985,"['Gabriel Byrne', 'Greta Scacchi', 'Denholm Elliott', 'Ian Bannen', 'Fulton Mackay', 'Bill Paterson']",['Español'],['Español']
9186,El vuelo del águila,film,1982,"['Max Von Sydow', 'Sverre Anker Ousdal', 'Goran Stangertz', 'Evan von Hanno', 'Charlotta Larsson', 'Clément Harari', 'Cornelis Vreeswijk', 'Jan-Olof Strandberg', 'Henric Holmberg', 'Mimi Pollak']",['Español'],['Español']
9187,El valle de la furia,film,1980,"['Charlton Heston', 'Brian Keith', 'Victoria Racimo', 'Stephen Macht', 'Seymour Cassel', 'David Ackroyd', 'Cal Bellini', 'John Glover', 'William Lucking', 'Ken Ruta', 'Victor Jory', 'Danny Zapien', 'Tim Haldeman']",['Español'],['Español']
9188,El último guerrero 2,film,1987,"['John Terlesky', 'Monique Gabrielle', 'John Lazar', 'Toni Naples', 'María Socas', 'Marcos Woinsky', 'Dee Booher', 'Jacques Arndt', 'Carina Davi', 'Maria Luisa Carnivani']",['Español'],['Español']
9189,El precio de la muerte,film,1963,"['Laurence Harvey', 'Lee Remick', 'Alan Bates', 'Felix Aylmer', 'Eleanor Summerfield', 'Allan Cuthbertson', 'Harold Goldblatt', 'Noel Purcell', 'Ramsay Ames', 'Fernando Rey', 'Juanjo Menéndez']",['Español'],['Español']
9190,El placer de las damas,film,1971,"['David Niven', 'Virna Lisi', 'Robert Vaughn', 'Ann Bell', 'John Cleese', 'Tim Brooke-Taylor', 'Hugh Burden', 'Erik Chitty', 'Derek Francis', 'Desmond Walter-Ellis', 'Susan Travers', 'David Allister', 'Maureen Lane', 'David Mills', 'Graham Chapman', 'Fortunato Arena']",['Español'],['Español']
9191,Los mendigos de la vida,film,1928,"['Wallace Beery', 'Louise Brooks', 'Richard Arlen', 'Bob Perry', 'Blue Washington', 'Roscoe Karns']",['Inglés'],['Español']
9192,Las pirañas asesinas,film,1979,"['Lee Majors', 'Karen Black', 'Margaux Hemingway', 'Marisa Berenson', 'James Franciscus', 'Roy Brocksmith', 'Dan Pastorini', 'Frank Pesce']",['Español'],['Español']
9193,Dr. Jekyll y su hermana Hyde,film,1971,"['Ralph Bates', 'Martine Beswick', 'Gerald Sim', 'Lewis Flander', 'Dorothy Alison', 'Susan Brodick', 'Ivor Dean', 'Tony Calvin', 'Paul Whitsun-Jones', 'Philip Madoc']",['Español'],['Español']
9194,El día de la graduación,film,1981,"['Christopher George', 'Patch Mackenzie', 'E. Danny Murphy', 'E. J. Peaker', 'Michael Pataki', 'Richard Balin', 'Carmen Argenziano', 'Beverly Dixon', 'Virgil Frye', 'Hal Bokar', 'Denise Cheshire', 'Bill Hufsey', 'Linnea Quigley', 'Karen Abbott', 'Vanna White']",['Español'],[]
9195,Parents (1989),film,1989,"['Randy Quaid, Mary Beth Hurt, Sandy Dennis, Bryan Madorsky, Juno Mills Cockell, Kathryn Grody, Deborah Rush, Graham Jarvis, Helen Carscallen, Warren Van Evera', 'Randy Quaid', 'Mary Beth Hurt', 'Sandy Dennis', 'Bryan Madorsky', 'Juno Mills Cockell', 'Kathryn Grody', 'Deborah Rush', 'Graham Jarvis', 'Hellen Carscallen', 'Warren Van Everan']",['Español'],['Español']
9196,Caravanas,film,1978,"['Anthony Quinn', 'Michel Sarrazin', 'Christopher Lee', ""Jennifer O'Neill"", 'Joseph Cotten', 'Behrouz Vossoughi', 'Barry Sullivan', 'Jeremy Kemp', 'Duncan Quinn', 'Behrouz Gramian']",['Español'],['Español']
9197,Zardoz,film,1974,"['Sean Connery', 'Charlotte Rampling', 'Sara Kestelman', 'Sally Anne Newton']",['Español'],['Español']
9198,Simbad y el ojo del tigre,film,1977,"['Patrick Wayne', 'Taryn Power', 'Margaret Whiting', 'Jane Seymour', 'Patrick Troughton', 'Kurt Christian', 'Nadim Sawalha', 'Damien Thomas', 'Bruno Barnabe', 'Bernard Kay', 'Salami Coker', 'David Steme']",['Español'],['Español']
9199,Washington Square,film,1997,"['Jennifer Jason Leigh', 'Albert Finney', 'Ben Chaplin', 'Maggie Smith', 'Judith Ivey', 'Betsy Brantley', 'Jennifer Garner']",['Español'],['Español']
9200,Veneno (1981),film,1981,"['Klaus Kinski', 'Oliver Reed', 'Susan George', 'Nicol Williamson', 'Sarah Miles', 'Sterling Hayden', 'Cornelia Sharpe', 'Lance Holcomb', 'Mike Gwilym', 'Paul Williamson', 'Michael Gough', 'Edward Hardwicke', 'Rita Webb', 'Hugh Lloyd', 'Ian Brimble', 'David Sterne']",['Español'],['Español']
9201,Vida de este chico,film,1993,"['Robert De Niro', 'Ellen Barkin', 'Leonardo DiCaprio', 'Jonah Blechman', 'Eliza Dushku', 'Chris Cooper', 'Carla Gugino', 'Zachary Ansley', 'Tracey Ellis']",['Español'],['Español']
9202,Tierra de lobos,film,1989,"['Stephanie Beacham', 'Mel Smith', 'Emily Hudson', 'Aleks Darowska', 'Geraldine James', ""Richard O'Brien"", 'Jane Horrocks']",['Español'],['Español']
9203,El Príncipe Negro,film,1955,"['Errol Flynn', 'Joanne Dru', 'Peter Finch', 'Yvonne Furneaux', 'Patrick Holt', 'Michael Hordern', 'Moultrie Kelsall', 'Robert Urquhart', 'Noel Willman', 'Fanny Rowe', 'Alastair Hunter', 'Rupert Davies', 'Ewen Solon']",['Español'],['Español']
9204,Regreso a Bountiful,film,1985,"['Geraldine Page', 'John Heard', 'Carlin Glynn', 'Richard Bradford', 'Rebecca De Mornay', 'Kevin Cooney', 'Norman Bennett', 'Harvey Lewis', 'Krik Sisco', 'Dave Tanner', 'Gil Glasgow', 'Mary Kay Mars']",['Español'],['Español']
9205,El superviviente (1981),film,1980,"['Robert Powell', 'Jenny Agutter', 'Joseph Cotten', 'Angela Punch McGregor', 'Peter Sumner', 'Lorna Lesley', 'Ralph Cotterill', 'Adrian Wright', 'Tyler Coppin', 'Kirk Alexander', 'Jon Nicholls']",['Español'],['Español']
9206,Vivir a tope,film,1980,"['Hans van Tongeren', 'Renée Soutendijk', 'Toon Agterberg', 'Rutger Hauer', 'Maarten Spanjer', 'Marianne Boyer', 'Peter Tuinman', 'Jeroen Krabbé', 'Yvonne Valkenburg']",['Español'],['Español']
9207,"""Papy"" en la resistencia",film,1983,"['Christian Clavier', 'Michel Galabru', 'Roland Giraud', 'Gerard Jugnot', 'Martin Lamotte', 'Dominique Lavanant', 'Jacqueline Maillan', 'Jacques Villeret', 'Josiane Balasko', 'Michel Blanc', 'Jean-Claude Brialy', 'Jean Carmet', 'Bernard Giraudeau']",['Español'],['Español']
9208,Un marido para mi mujer,film,1993,"['Matt Dillon', 'Annabella Sciorra', 'William Hurt', 'Mary-Louise Parker', ""Vincent D'Onofrio"", 'David Barry Gray', 'Bruce Kirby', 'Dan Hedaya', 'Luis Guzmán', 'Joanna Merlin', 'Jessica Harper', 'Adam LeFevre']",['Español'],['Español']
9209,Fantasías,film,1995,"['Dana Delany', 'Kim Cattrall', 'Cynthia Stevenson', 'Laila Robins', 'Lora Zane', ""Olivia d'Abo""]",['Español'],['Español']
9210,Gigolo,film,1978,"['David Bowie', 'Sydne Rome', 'Kim Novak', 'Marlene Dietrich', 'Maria Schell', 'David Hemmings', 'Erika Pluhar', 'Curd Jürgens', 'Hilde Weissner']",['Español'],['Español']
9211,Infierno en el Pacífico,film,1968,"['Lee Marvin', 'Toshirô Mifune']",['Español'],['Español']
9212,Fort Saganne,film,1984,"['Gerard Depardieu', 'Philippe Noiret', 'Catherine Deneuve', 'Sophie Marceau', 'Michel Duchaussoy', 'Roger Dumas', 'Jean-Louis Richard', 'Jean-Laurent Cochet', 'Pierre Tornade', 'Saïd Tornade', 'René Clermont']",['Español'],['Español']
9213,Sueños eléctricos,film,1984,"['Lenny von Dohlen', 'Virginia Madsen', 'Maxwell Caulfield', 'Don Fellows', 'Alan Polonsky', 'Wendy Miller', 'Miriam Margolyes', 'Harry Rabinowitz', 'Bud Cort']",['Español'],['Español']
9214,Bandidos,film,1967,"['Terry Jenkins', 'Enrico Maria Salerno', 'Cris Huerta', 'Marco Guglielmi', 'Víctor Israel', 'Venantino Venantini', 'Roberto Messina', 'Antonio Pica', 'Valentino Macchi', 'María Martín', 'Jesús Puente']",['Español'],['Español']
9215,La ley (1959),film,1959,"['Gina Lollobrigida', 'Pierre Brasseur', 'Marcello Mastroianni', 'Raff Mattioli', 'Teddy Bilis', 'Melina Mercouri', 'Yves Montand', 'Vittoria Caprioli', 'Lidia Alfonsi', 'Gianrico Tedeschi', 'Bruno Carotenuto', 'Luisa Rivelli', 'Paolo Stoppa', 'Nino Vingelli', 'Edda Soligo']",['Español'],['Español']
9216,Madame Curie (1943),film,1943,"['Greer Garson', 'Walter Pidgeon', 'Henry Travers', 'Albert Basserman', 'Robert Walker', 'C. Aubrey Smith', 'Reginald Owen', 'Dame May Whitty', ""Margaret O'Brien"", 'Van Johnson', 'Victor Francen']",['Español'],[]
9217,Las furias (1950),film,1950,"['Barbara Stanwyck', 'Wendell Corey', 'Walter Huston', 'Judith Anderson', 'Gilbert Roland', 'Thomas Gomez', 'Beulah Bondi', 'Albert Dekker', 'John Bromfield', 'Wallace Ford', 'Blanche Yurka', 'Louis Jean Heydt', 'Frank Ferguson', 'Charles Evans']",['Español'],[]
9218,Sweeney Todd: El barbero diabólico de la calle Fleet ,film,1982,"['Angela Lansbury', 'George Hearn', 'Edmund Lyndeck', 'Sara Woods', 'Sal Mistretta', 'Calvin Remsberg', 'Cris Groenendaal']",['Inglés'],['Español']
9219,Chantaje (1929),film,1929,"['Anny Ondra', 'John Longden', 'Sara Allgood', 'Charles Paton', 'Donald Calthrop', 'Cyril Ritchard', 'Harvey Braban', 'Hannah Jones', 'Phyllis Monkman']",['Español'],[]
9220,Lamerica,film,1994,"['Enrico Lo Verso', 'Michele Placido', 'Piro Milkani', 'Elida Janushi', 'Sefer Pema', 'Esmeralda Ara', 'Carmelo Di Mazzarelli', 'Nikolin Elezi', 'Vesim Kurti']",['Español'],['Español']
9221,La verdad al desnudo,film,1957,"['Terry-Thomas ', 'Peter Sellers', 'Shirley Eaton', 'Peggy Mount', 'Dennis Price', 'Joan Sims']",['Español'],['Español']
9222,La ruta de Denver,film,1955,"['John Payne', 'Mona Freeman', 'Lee J. Cobb', 'Ray Middleton', 'Skip Homeier', 'Tex Terry', 'Andy Clyde', 'Lee Van Cleef', 'Karl Davis', 'Glenn Strange', ""Robert 'Buzz' Henry"", 'Dan White', 'Robert Burton', 'Anna Lee Carroll']",['Español'],['Español']
9223,La pirata,film,1984,"['Jane Birkin', 'Maruschka Detmers', 'Andrew Birkin', 'Philippe Léotard', 'Laure Marsac']",['Español'],['Español']
9224,La pasión de vivir,film,1971,"['Glenda Jackson', 'Richard Chamberlain', 'Max Adrian', 'Christopher Gable', 'Kenneth Colley', 'Bruce Robinson']",['Español'],['Español']
9225,La independencia de Texas,film,1986,"['Sam Elliott', 'Caludia Christian', 'Devon Ericson', 'Michael C. Gwynne', 'Donald Moffat', 'William Russ', 'Ned Romero', 'John Quade', 'John P. Ryan', 'James Stephens', 'Richard Yniguez', 'Michael Beck', 'Bo Hopkins']",['Español'],['Español']
9226,La amenaza,film,1977,"['Yves Montand', 'Carole Laure', 'Marie Dubois', 'Jean-francois Balmer', 'Marc Eyraud', 'Roger Muni', 'Jacques Rispal', 'Michel Ruhl', 'Fabienne Arel', 'Marie Pillet']",['Español'],['Español']
9227,Juego mortal,film,1994,"['Frank Langella', 'Edward Furlong', 'Amy Hargreaves', 'David Hemblen', 'T. Ryder Smith']",['Español'],['Español']
9228,Jinetes de leyenda,film,1987,"['Peter Phelps', 'Nick Waters', 'John Larking', 'John Heywood', ""Di O'Conner"", 'Shane Briant', 'Ralph Cotterill', 'Bill Kerr', 'Grant Piro', 'Tony Bonner', 'Serge Lazareff', 'Gary Sweet', 'John Walton', 'Tim McKenzie', 'Jon Blake']",['Español'],['Español']
9229,Hiena salvaje,film,1979,"['Jackie Chan', 'James Tien', 'Dena Shek', 'Chen Hui-Lou', 'Yen Shi-Kwan', 'Lee Kwan', 'Ricky Cheng']",['Español'],['Español']
9230,Kólobos: El último suspiro,film,1999,"['Amy Weber', 'Donny Terranova', 'Ilia Volok', 'Promise LaMarco']",['Español'],['Español']
9231,El arco iris,film,1989,"['Sammi Davis', 'Amanda Donohoe', 'Paul McGann', 'David Hemmings', 'Jim Carter', 'Judith Paris', 'Dudley Sutton']",['Español'],['Español']
9232,Entrada forzada,film,1976,"['Tanya Roberts', 'Nancy Allen', 'Ron Max', 'Michael Tucci', 'Glenn Scarpelli']",['Inglés'],['Español']
9233,Enredos en cadena,film,2000,"['Steve Zahn', 'Salma Hayek', 'Jeff Goldblum', 'Elijah Wood', 'Tom Wilkinson', 'David Cross', 'Lara Flynn Boyle', 'Orlando Jones', 'Kevin Corrigan', 'Michael Rapaport']",['Español'],['Español']
9234,"Ella, escalofriante realidad",film,1985,"['Jaclyn Smith', 'Claire Bloom', 'Shelley Winters', 'Nigel Terry', 'Frank Gatliff']",['Español'],['Español']
